0,0
0,0
3,344928703973021E-8
5,700994394808368E-7
1,3240859031605157E-6
2,2298616541201623E-6
3,0221572949875777E-6
3,918201362228946E-6
4,4999475671517995E-6
5,211699393469051E-6
5,6321360707151105E-6
6,202694954839941E-6
6,499546576621108E-6
6,961932448008192E-6
7,164101095049871E-6
7,543611714295713E-6
7,673240314551029E-6
7,989257209774171E-6
8,063310260124706E-6
8,330682320054922E-6
8,362156934299463E-6
8,592260428917138E-6
8,591114165377506E-6
8,792664866012204E-6
8,766526569774118E-6
8,946201943644894E-6
8,900916348473495E-6
9,06383224439918E-6
9,003877211936902E-6
9,15395306647609E-6
9,082759248262331E-6
9,222997883328026E-6
9,143193625418244E-6
9,275895611336421E-6
9,189494584576493E-6
9,316422471367795E-6
9,224967421724186E-6
9,347471562620672E-6
9,252144443500472E-6
9,371259392886408E-6
9,198633992508387E-6
9,148348791800878E-6
9,862053823075083E-6
9,199885736827188E-6
9,953853329575574E-6
8,739589781780097E-6
9,534003023428803E-6
8,859087258719855E-6
8,891564134085107E-6
8,827540771109694E-6
8,797053171167463E-6
8,972979705895921E-6
8,924354710063191E-6
9,084405726920075E-6
9,021885016994083E-6
9,169773226204392E-6
9,09660650781459E-6
9,235176350780455E-6
9,153853340785141E-6
9,285284046802636E-6
9,197712207212614E-6
9,323673362556674E-6
9,231314068913719E-6
9,35308480393308E-6
9,257057668822926E-6
9,375617971478449E-6
9,276780770542126E-6
9,392881445006646E-6
9,2918913511446E-6
9,406107615613094E-6
9,303468112720674E-6
9,416240662628527E-6
9,312337487903209E-6
9,42400395594087E-6
9,31913263658202E-6
9,429951695348542E-6
9,324338645417688E-6
9,434508473334158E-6
9,328327156821652E-6
9,437999585534438E-6
9,331382899468602E-6
9,440674252685966E-6
9,333724014280283E-6
9,442723411796604E-6
9,246319528123232E-6
9,216161744375547E-6
8,13373139635926E-6
7,713986097486636E-6
6,755242481176328E-6
5,96704877944877E-6
5,226626762129546E-6
5,061929934615632E-6
5,121952138880914E-6
5,501897220820535E-6
5,88614391297785E-6
6,4250259919804324E-6
6,694151159045127E-6
7,132268285898861E-6
7,313194694535096E-6
7,674112152035236E-6
7,787466306203305E-6
8,089238308649784E-6
8,150822918038898E-6
8,407281451104023E-6
8,429203542382498E-6
8,650945789884988E-6
8,642480993475082E-6
8,837625840696358E-6
8,805880552089497E-6
8,980648170288308E-6
8,931066855745176E-6
9,090222742788169E-6
9,02697660455884E-6
9,174171780485866E-6
9,100456527273073E-6
9,238488170407247E-6
9,156752150073419E-6
9,287763279758887E-6
9,199882260032895E-6
9,325514720792565E-6
9,232925795082037E-6
9,354437463306417E-6
9,258241640777071E-6
9,376596221001951E-6
