0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,532967926426368E-6
8,879462257027626E-6
8,884394033388658E-6
9,221702136776663E-6
9,216823276471008E-6
9,273718619211154E-6
9,268966757438399E-6
9,268966757438399E-6
9,268977340649474E-6
9,268977340649474E-6
9,26898792386055E-6
9,26898792386055E-6
9,268998507071625E-6
9,268998507071625E-6
9,269009090282701E-6
9,269009090282701E-6
9,269019673493775E-6
9,269019673493775E-6
9,26903025670485E-6
9,26903025670485E-6
9,269040839915926E-6
9,269040839915926E-6
9,269051423127001E-6
9,269051423127001E-6
9,269062006338077E-6
9,269062006338077E-6
9,269072589549152E-6
9,269072589549152E-6
9,269083172760226E-6
9,269083172760226E-6
9,269093755971301E-6
9,269093755971301E-6
9,269104339182377E-6
9,269104339182377E-6
9,269114922393452E-6
9,269114922393452E-6
9,269125505604528E-6
9,269125505604528E-6
9,269136088815602E-6
9,269136088815602E-6
9,269146672026677E-6
9,266437369991433E-6
9,271189231764186E-6
8,945395662025971E-6
8,950295688753778E-6
8,60439401797273E-6
8,609346960755913E-6
8,266620253297416E-6
8,261709643358534E-6
8,180430582301183E-6
8,175668137317354E-6
8,175668137317354E-6
8,175657554106278E-6
8,175657554106278E-6
8,175646970895203E-6
8,175646970895203E-6
8,175636387684129E-6
8,175636387684129E-6
8,175625804473054E-6
8,175625804473054E-6
8,175615221261978E-6
8,175615221261978E-6
8,175604638050903E-6
8,175604638050903E-6
8,175594054839827E-6
8,175594054839827E-6
8,175583471628753E-6
8,175583471628753E-6
8,175572888417678E-6
8,175572888417678E-6
8,175562305206602E-6
8,175562305206602E-6
8,175551721995527E-6
8,175551721995527E-6
8,175541138784451E-6
8,175541138784451E-6
8,175530555573376E-6
8,175530555573376E-6
8,175519972362302E-6
8,175519972362302E-6
8,175509389151227E-6
8,175509389151227E-6
8,175498805940151E-6
8,175498805940151E-6
8,175488222729076E-6
8,15110450441187E-6
8,1558246165514E-6
8,474844931201501E-6
8,479713208296083E-6
8,823540569706397E-6
8,828482929278504E-6
9,173918938772244E-6
9,169018912044438E-6
9,276036342436617E-6
9,271284480663864E-6
9,271284480663864E-6
9,271295063874938E-6
9,271295063874938E-6
9,271305647086013E-6
9,271305647086013E-6
9,271316230297089E-6
9,271316230297089E-6
9,271326813508164E-6
9,271326813508164E-6
9,27133739671924E-6
9,27133739671924E-6
9,271347979930313E-6
